match_id,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
738,West Indies,South Africa,Johannesburg,42,70,7,5.04,18.0,131
534,New Zealand,South Africa,Ahmedabad,106,54,6,9.636363636363637,48.0,175
775,England,India,London,93,39,7,6.888888888888889,32.0,153
1171,Sri Lanka,Australia,Colombo,122,5,2,6.3652173913043475,35.0,128
968,Sri Lanka,Bangladesh,Pallekele,98,51,7,8.521739130434783,30.0,198
978,West Indies,England,Barbados,91,47,8,7.47945205479452,28.0,170
624,Pakistan,Australia,Lahore,131,37,7,9.46987951807229,44.0,207
881,West Indies,England,London,98,11,5,5.394495412844036,39.0,113
844,Pakistan,England,Dubai,76,39,6,5.62962962962963,37.0,129
977,Australia,England,Sydney,76,64,8,8.142857142857142,51.0,195
951,New Zealand,England,Wellington,88,43,7,6.857142857142857,39.0,139
827,Bangladesh,New Zealand,Hamilton,46,66,5,5.111111111111111,25.0,78
1065,Sri Lanka,Pakistan,Colombo,60,73,8,7.659574468085107,35.0,172
813,South Africa,New Zealand,Barbados,55,71,8,6.73469387755102,28.0,170
767,Sri Lanka,West Indies,Nottingham,173,13,6,9.700934579439252,47.0,192
1031,Bangladesh,Australia,Mirpur,21,89,8,4.064516129032258,20.0,153
797,New Zealand,Sri Lanka,Colombo,126,12,5,7.0,36.0,141
860,Pakistan,New Zealand,Christchurch,106,37,6,7.662650602409639,25.0,183
978,West Indies,England,Barbados,55,87,10,10.0,41.0,170
537,India,Pakistan,Colombo,124,38,8,9.073170731707316,35.0,175
697,Sri Lanka,England,Southampton,151,12,3,8.38888888888889,38.0,163
1127,Pakistan,India,Kolkata,40,71,9,4.8979591836734695,27.0,118
828,New Zealand,Australia,Wellington,50,59,7,4.918032786885246,32.0,118
902,India,Australia,Colombo,60,72,8,7.5,39.0,140
1162,Bangladesh,Sri Lanka,Mirpur,64,51,7,5.565217391304348,20.0,147
853,New Zealand,Sri Lanka,Lauderhill,63,43,4,4.909090909090909,28.0,81
918,Pakistan,Bangladesh,Mirpur,78,53,8,6.985074626865671,27.0,135
913,West Indies,Sri Lanka,Colombo,61,45,8,4.88,42.0,137
867,Australia,South Africa,Johannesburg,125,8,3,6.696428571428571,38.0,147
824,Sri Lanka,England,St Lucia,121,5,5,6.3130434782608695,35.0,128
825,Pakistan,Australia,St Lucia,89,53,8,7.970149253731344,46.0,191
1048,South Africa,West Indies,Durban,132,27,9,8.516129032258064,33.0,195
161,Bangladesh,Pakistan,Lahore,162,21,7,9.818181818181818,47.0,196
1038,Sri Lanka,Bangladesh,Chittagong,56,88,9,10.5,50.0,168
702,New Zealand,Sri Lanka,Wellington,109,47,7,8.95890410958904,29.0,162
716,New Zealand,Sri Lanka,Johannesburg,137,19,5,8.138613861386139,38.0,164
1039,Bangladesh,Sri Lanka,Chittagong,44,81,6,6.769230769230769,37.0,120
1036,South Africa,Pakistan,Johannesburg,110,25,6,6.947368421052632,23.0,153
1038,Sri Lanka,Bangladesh,Chittagong,99,51,6,8.608695652173912,38.0,168
1035,India,Sri Lanka,Mirpur,45,74,9,5.869565217391305,36.0,130
723,Australia,Pakistan,Johannesburg,58,83,8,9.405405405405405,50.0,164
1039,Bangladesh,Sri Lanka,Chittagong,92,22,3,5.63265306122449,29.0,120
160,Pakistan,Bangladesh,Lahore,155,35,7,10.941176470588236,56.0,201
912,West Indies,Australia,Colombo,60,70,8,7.2,41.0,205
1113,South Africa,Sri Lanka,Cape Town,52,81,9,8.0,35.0,169
704,South Africa,India,Johannesburg,34,77,7,4.744186046511628,17.0,126
722,New Zealand,England,Durban,114,30,5,7.6,53.0,164
1034,South Africa,India,Mirpur,44,84,8,7.333333333333333,34.0,172
1060,South Africa,Bangladesh,Mirpur,130,24,7,8.125,28.0,169
1043,South Africa,West Indies,Johannesburg,216,8,6,11.571428571428571,55.0,231
836,Sri Lanka,India,Nagpur,141,31,7,9.50561797752809,56.0,215
2,Australia,Sri Lanka,Melbourne,146,12,7,8.11111111111111,52.0,168
801,Australia,Pakistan,Melbourne,125,12,1,6.944444444444445,39.0,127
374,Bangladesh,Sri Lanka,Abu Dhabi,105,20,5,6.3,40.0,139
1139,India,West Indies,Mumbai,87,59,9,8.557377049180328,38.0,192
384,Pakistan,Bangladesh,Dubai,110,14,3,6.226415094339623,46.0,135
980,England,West Indies,Barbados,159,2,4,8.084745762711865,41.0,165
1089,England,Pakistan,Dubai,65,62,7,6.724137931034483,44.0,160
792,England,South Africa,Johannesburg,46,88,8,8.625,44.0,202
781,Sri Lanka,West Indies,London,126,18,7,7.411764705882353,49.0,158
976,England,Australia,Melbourne,112,14,3,6.339622641509434,20.0,130
845,England,Pakistan,Dubai,147,1,4,7.411764705882353,42.0,148
812,Pakistan,England,Barbados,102,30,5,6.8,26.0,147
829,New Zealand,Australia,Christchurch,82,56,6,7.6875,22.0,214
486,England,Sri Lanka,Kandy,127,1,1,6.4033613445378155,35.0,128
1127,Pakistan,India,Kolkata,66,43,7,5.142857142857143,28.0,118
874,South Africa,New Zealand,Wellington,101,30,6,6.733333333333333,44.0,147
559,South Africa,New Zealand,Kolkata,54,75,8,7.2,32.0,169
1087,India,Australia,Melbourne,50,83,10,8.108108108108109,41.0,184
707,West Indies,South Africa,Johannesburg,133,44,10,10.5,55.0,205
912,West Indies,Australia,Colombo,104,42,8,8.0,45.0,205
276,England,New Zealand,Christchurch,50,78,8,7.142857142857143,38.0,153
948,Pakistan,South Africa,Centurion,171,19,5,10.158415841584159,42.0,195
1016,Pakistan,Australia,Mirpur,95,55,8,8.76923076923077,59.0,191
753,Australia,New Zealand,Sydney,128,16,5,7.384615384615385,45.0,150
910,India,South Africa,Colombo,112,24,5,7.0,39.0,152
1129,Bangladesh,Australia,Bangalore,98,34,6,6.837209302325581,36.0,156
716,New Zealand,Sri Lanka,Johannesburg,81,59,8,7.967213114754099,49.0,164
751,Australia,South Africa,Melbourne,177,7,3,9.398230088495575,37.0,182
1095,England,Pakistan,Manchester,59,77,9,8.232558139534884,46.0,135
737,New Zealand,South Africa,Johannesburg,101,15,3,5.771428571428571,23.0,129
875,New Zealand,South Africa,Hamilton,53,78,9,7.571428571428571,34.0,173
1057,England,South Africa,Johannesburg,161,11,3,8.862385321100918,53.0,171
1062,New Zealand,South Africa,Centurion,91,58,8,8.806451612903226,38.0,177
1036,South Africa,Pakistan,Johannesburg,110,27,7,7.096774193548387,25.0,153
898,Bangladesh,Pakistan,Pallekele,106,48,8,8.833333333333334,41.0,175
551,Pakistan,England,Kandy,110,33,7,7.586206896551724,42.0,164
910,India,South Africa,Colombo,73,53,6,6.537313432835821,36.0,152
375,Pakistan,India,Dubai,99,12,2,5.5,34.0,127
386,Pakistan,India,Dubai,85,61,9,8.64406779661017,48.0,146
1043,South Africa,West Indies,Johannesburg,57,87,8,10.363636363636363,52.0,231
707,West Indies,South Africa,Johannesburg,61,81,10,9.384615384615385,51.0,205
735,New Zealand,England,Manchester,33,85,8,5.6571428571428575,32.0,123
871,Australia,India,Melbourne,48,80,8,7.2,34.0,131
24,West Indies,Pakistan,Abu Dhabi,22,87,7,4.0,18.0,103
987,South Africa,Pakistan,Dubai,42,88,9,7.875,38.0,150
740,England,New Zealand,Christchurch,169,12,6,9.38888888888889,55.0,193
1140,England,West Indies,Kolkata,55,68,7,6.346153846153846,37.0,155
1001,Sri Lanka,England,London,146,15,4,8.342857142857143,55.0,183
385,India,Sri Lanka,Dubai,132,43,7,10.285714285714286,47.0,202
770,Sri Lanka,Pakistan,London,146,4,5,7.551724137931035,33.0,150
950,New Zealand,England,Hamilton,54,86,10,9.529411764705882,46.0,192
980,England,West Indies,Barbados,125,24,7,7.8125,26.0,165
279,West Indies,New Zealand,Auckland,153,6,4,8.052631578947368,46.0,164
1134,New Zealand,Bangladesh,Kolkata,68,50,8,5.828571428571428,26.0,145
788,New Zealand,West Indies,Auckland,123,19,5,7.306930693069307,29.0,155
968,Sri Lanka,Bangladesh,Pallekele,68,81,9,10.461538461538462,48.0,198
763,Australia,Sri Lanka,Nottingham,127,16,4,7.326923076923077,48.0,159
2,Australia,Sri Lanka,Melbourne,117,28,7,7.630434782608695,41.0,168
555,New Zealand,England,Colombo,97,54,8,8.818181818181818,43.0,159
1139,India,West Indies,Mumbai,127,30,9,8.466666666666667,41.0,192
903,New Zealand,England,Pallekele,144,4,5,7.448275862068965,56.0,148
820,Pakistan,South Africa,St Lucia,132,18,4,7.764705882352941,59.0,148
1037,Pakistan,South Africa,Cape Town,108,37,8,7.807228915662651,57.0,176
1024,Bangladesh,India,Mirpur,69,51,6,6.0,40.0,138
703,Sri Lanka,New Zealand,Auckland,46,74,6,6.0,22.0,115
806,India,South Africa,St Lucia,120,25,7,7.578947368421052,40.0,186
820,Pakistan,South Africa,St Lucia,116,26,6,7.404255319148936,53.0,148
1033,Sri Lanka,West Indies,Mirpur,63,65,7,6.872727272727273,22.0,160
1139,India,West Indies,Mumbai,113,41,9,8.582278481012658,45.0,192
1002,New Zealand,Bangladesh,Mirpur,101,51,8,8.782608695652174,31.0,204
1170,Australia,Sri Lanka,Pallekele,98,65,9,10.690909090909091,46.0,263
1134,New Zealand,Bangladesh,Kolkata,100,26,6,6.382978723404255,36.0,145
952,Australia,Pakistan,Dubai,86,10,2,4.6909090909090905,23.0,89
62,Pakistan,West Indies,Lauderhill,169,7,7,8.973451327433628,46.0,189
19,India,England,Bangalore,84,54,8,7.636363636363637,31.0,202
976,England,Australia,Melbourne,98,26,3,6.25531914893617,20.0,130
826,Australia,England,Barbados,24,85,7,4.114285714285714,18.0,147
60,Pakistan,West Indies,Lauderhill,107,48,8,8.916666666666666,52.0,178
1124,Pakistan,Bangladesh,Kolkata,200,1,5,10.084033613445378,62.0,201
707,West Indies,South Africa,Johannesburg,62,80,10,9.3,52.0,205
788,New Zealand,West Indies,Auckland,124,18,5,7.294117647058823,30.0,155
806,India,South Africa,St Lucia,39,79,8,5.7073170731707314,29.0,186
955,Australia,Sri Lanka,Sydney,106,24,7,6.625,42.0,137
1022,Sri Lanka,England,Chittagong,149,22,9,9.122448979591837,60.0,189
697,Sri Lanka,England,Southampton,161,2,1,8.186440677966102,38.0,163
857,India,South Africa,Durban,143,17,5,8.330097087378642,36.0,168
622,Pakistan,Australia,Lahore,140,27,6,9.03225806451613,41.0,168
720,South Africa,England,Cape Town,91,40,7,6.825,36.0,154
977,Australia,England,Sydney,137,31,6,9.235955056179776,58.0,195
954,Australia,Pakistan,Dubai,48,78,10,6.857142857142857,38.0,168
1065,Sri Lanka,Pakistan,Colombo,121,20,5,7.26,34.0,172
1127,Pakistan,India,Kolkata,50,61,8,5.084745762711864,26.0,118
19,India,England,Bangalore,126,34,7,8.790697674418604,54.0,202
898,Bangladesh,Pakistan,Pallekele,74,72,8,9.25,40.0,175
558,West Indies,India,Kolkata,39,88,10,7.3125,38.0,195
727,Sri Lanka,Australia,Cape Town,69,40,3,5.175,33.0,101
956,Sri Lanka,Australia,Melbourne,119,20,6,7.14,45.0,161
860,Pakistan,New Zealand,Christchurch,143,14,5,8.09433962264151,43.0,183
976,England,Australia,Melbourne,84,51,5,7.304347826086956,29.0,130
700,South Africa,Australia,Johannesburg,113,41,9,8.582278481012658,46.0,201
1139,India,West Indies,Mumbai,66,72,9,8.25,49.0,192
729,India,South Africa,Durban,79,42,6,6.076923076923077,33.0,153
845,England,Pakistan,Dubai,104,29,9,6.857142857142857,38.0,148
537,India,Pakistan,Colombo,89,66,8,9.88888888888889,59.0,175
693,England,Australia,Southampton,89,63,8,9.368421052631579,51.0,179
868,Sri Lanka,Australia,Pallekele,123,27,7,7.935483870967742,45.0,198
375,Pakistan,India,Dubai,43,80,8,6.45,36.0,127
556,Pakistan,Sri Lanka,Kandy,207,3,3,10.615384615384615,46.0,212
739,England,New Zealand,Auckland,184,0,2,9.2,62.0,184
1131,India,Bangladesh,Bangalore,136,7,4,7.221238938053097,41.0,146
824,Sri Lanka,England,St Lucia,96,17,5,5.592233009708738,23.0,128
976,England,Australia,Melbourne,104,21,3,6.303030303030303,18.0,130
731,India,Australia,Durban,88,47,8,7.232876712328767,48.0,188
1060,South Africa,Bangladesh,Mirpur,40,91,10,8.275862068965518,39.0,169
857,India,South Africa,Durban,157,7,5,8.336283185840708,43.0,168
1003,New Zealand,Sri Lanka,Pallekele,55,64,7,5.892857142857143,33.0,142
911,Sri Lanka,Pakistan,Colombo,128,4,6,6.620689655172414,29.0,139
836,Sri Lanka,India,Nagpur,74,69,9,8.705882352941176,58.0,215
959,New Zealand,Sri Lanka,Pallekele,51,51,4,4.434782608695652,33.0,74
896,India,England,Colombo,114,30,8,7.6,34.0,170
383,India,Bangladesh,Dubai,77,82,10,12.157894736842104,72.0,168
1023,Australia,West Indies,Mirpur,41,90,8,8.2,41.0,178
699,West Indies,New Zealand,Auckland,82,28,5,5.3478260869565215,27.0,126
1168,Bangladesh,India,Mirpur,32,87,8,5.818181818181818,32.0,120
980,England,West Indies,Barbados,73,79,10,10.682926829268293,55.0,165
951,New Zealand,England,Wellington,78,49,7,6.591549295774648,40.0,139
734,India,Australia,Melbourne,52,44,4,4.105263157894737,15.0,74
836,Sri Lanka,India,Nagpur,143,27,7,9.225806451612904,51.0,215
1027,Pakistan,Bangladesh,Mirpur,71,65,8,7.745454545454545,28.0,190
1063,Pakistan,Bangladesh,Mirpur,91,36,7,6.5,41.0,141
787,India,New Zealand,Wellington,96,33,5,6.620689655172414,34.0,149
1044,Pakistan,Australia,Dubai,39,70,5,4.68,17.0,96
722,New Zealand,England,Durban,144,16,3,8.307692307692308,55.0,164
881,West Indies,England,London,57,42,7,4.384615384615385,19.0,113
825,Pakistan,Australia,St Lucia,187,3,6,9.58974358974359,69.0,191
539,Australia,Sri Lanka,Kandy,181,0,0,8.975206611570249,30.0,181
28,New Zealand,England,Wellington,46,85,9,7.885714285714286,42.0,196
552,New Zealand,Sri Lanka,Colombo,88,34,4,6.1395348837209305,13.0,168
1124,Pakistan,Bangladesh,Kolkata,174,16,7,10.038461538461538,63.0,201
999,West Indies,New Zealand,Wellington,89,39,6,6.592592592592593,27.0,159
1167,Sri Lanka,Pakistan,Mirpur,135,9,6,7.297297297297297,29.0,150
904,West Indies,Sri Lanka,Pallekele,92,23,6,5.690721649484536,37.0,129
559,South Africa,New Zealand,Kolkata,77,60,6,7.7,31.0,169
699,West Indies,New Zealand,Auckland,110,9,5,5.945945945945946,32.0,126
898,Bangladesh,Pakistan,Pallekele,163,8,6,8.732142857142858,38.0,175
1089,England,Pakistan,Dubai,64,63,7,6.7368421052631575,44.0,160
835,Pakistan,New Zealand,Dubai,40,91,9,8.275862068965518,40.0,153
1168,Bangladesh,India,Mirpur,110,38,5,8.048780487804878,47.0,120
939,New Zealand,England,London,194,5,7,10.121739130434783,45.0,201
782,Sri Lanka,Pakistan,London,76,34,4,5.3023255813953485,24.0,138
876,South Africa,New Zealand,Auckland,130,33,4,8.96551724137931,53.0,165
1027,Pakistan,Bangladesh,Mirpur,150,19,7,8.910891089108912,56.0,190
386,Pakistan,India,Dubai,139,15,2,7.942857142857143,26.0,146
24,West Indies,Pakistan,Abu Dhabi,39,63,6,4.105263157894737,22.0,103
1031,Bangladesh,Australia,Mirpur,43,78,8,6.142857142857143,38.0,153
811,Australia,Bangladesh,Barbados,118,12,4,6.555555555555555,51.0,141
1044,Pakistan,Australia,Dubai,55,49,4,4.647887323943662,22.0,96
18,India,England,Nagpur,39,87,9,7.090909090909091,36.0,144
1027,Pakistan,Bangladesh,Mirpur,146,23,7,9.030927835051546,63.0,190
287,South Africa,New Zealand,Wellington,134,20,6,8.04,41.0,164
815,Sri Lanka,West Indies,Barbados,117,39,9,8.666666666666666,43.0,195
961,India,Pakistan,Bangalore,75,60,10,7.5,41.0,133
385,India,Sri Lanka,Dubai,147,33,7,10.137931034482758,49.0,202
1087,India,Australia,Melbourne,50,82,10,7.894736842105263,41.0,184
811,Australia,Bangladesh,Barbados,33,87,8,6.0,32.0,141
953,Pakistan,Australia,Dubai,36,86,9,6.352941176470588,24.0,151
962,India,Pakistan,Ahmedabad,110,37,7,7.951807228915663,47.0,192
864,West Indies,Pakistan,St Lucia,38,87,9,6.909090909090909,37.0,150
792,England,South Africa,Johannesburg,133,38,7,9.731707317073171,58.0,202
729,India,South Africa,Durban,64,51,6,5.565217391304348,27.0,153
787,India,New Zealand,Wellington,140,3,4,7.17948717948718,44.0,149
902,India,Australia,Colombo,66,66,8,7.333333333333333,37.0,140
1080,Australia,South Africa,Durban,139,15,3,7.942857142857143,40.0,157
694,Australia,New Zealand,Auckland,59,83,6,9.567567567567568,39.0,214
1129,Bangladesh,Australia,Bangalore,78,51,6,6.782608695652174,41.0,156
912,West Indies,Australia,Colombo,100,43,8,7.792207792207792,41.0,205
553,West Indies,South Africa,Ahmedabad,92,44,3,7.2631578947368425,29.0,176
852,New Zealand,Sri Lanka,Lauderhill,55,59,7,5.409836065573771,23.0,120
816,New Zealand,Pakistan,Barbados,126,3,4,6.461538461538462,28.0,133
869,Sri Lanka,Australia,Pallekele,60,77,9,8.372093023255815,46.0,157
798,New Zealand,Sri Lanka,Colombo,46,90,10,9.2,43.0,170
1035,India,Sri Lanka,Mirpur,65,54,8,5.909090909090909,34.0,130
797,New Zealand,Sri Lanka,Colombo,86,47,7,7.068493150684931,39.0,141
1131,India,Bangladesh,Bangalore,48,74,8,6.260869565217392,32.0,146
930,South Africa,India,Johannesburg,193,6,7,10.157894736842104,62.0,219
1081,South Africa,Australia,Johannesburg,75,76,9,10.227272727272727,55.0,204
525,West Indies,England,Mumbai,53,88,8,9.9375,46.0,196
159,Pakistan,Bangladesh,Lahore,83,63,7,8.736842105263158,47.0,201
828,New Zealand,Australia,Wellington,23,86,8,4.0588235294117645,21.0,118
1059,South Africa,Bangladesh,Mirpur,42,82,8,6.631578947368421,37.0,148
718,New Zealand,India,Johannesburg,176,9,4,9.513513513513514,75.0,190
813,South Africa,New Zealand,Barbados,132,19,7,7.841584158415841,54.0,170
823,West Indies,Australia,St Lucia,97,15,1,5.542857142857143,20.0,105
1168,Bangladesh,India,Mirpur,83,46,5,6.72972972972973,34.0,120
1017,West Indies,India,Mirpur,53,50,9,4.542857142857143,20.0,129
858,Pakistan,New Zealand,Auckland,62,70,5,7.44,26.0,143
818,West Indies,India,Barbados,144,15,8,8.228571428571428,56.0,169
1054,South Africa,Australia,Melbourne,97,6,3,5.105263157894737,31.0,101
1164,Sri Lanka,India,Mirpur,47,61,7,4.779661016949152,26.0,138
1096,New Zealand,Sri Lanka,Mount Maunganui,168,6,6,8.842105263157896,51.0,182
821,New Zealand,England,St Lucia,47,74,9,6.130434782608695,28.0,149
812,Pakistan,England,Barbados,40,87,9,7.2727272727272725,33.0,147
1097,Sri Lanka,New Zealand,Auckland,97,30,4,6.466666666666667,33.0,142
1102,West Indies,Sri Lanka,Colombo,134,25,6,8.463157894736842,50.0,162
909,Pakistan,Australia,Colombo,61,59,8,6.0,33.0,149
807,Australia,Pakistan,St Lucia,56,79,9,8.195121951219512,49.0,191
864,West Indies,Pakistan,St Lucia,143,1,3,7.2100840336134455,25.0,150
824,Sri Lanka,England,St Lucia,60,55,6,5.538461538461538,23.0,128
1032,West Indies,Pakistan,Mirpur,129,11,5,7.10091743119266,49.0,166
718,New Zealand,India,Johannesburg,48,83,9,7.783783783783784,39.0,190
798,New Zealand,Sri Lanka,Colombo,93,52,9,8.205882352941176,42.0,170
864,West Indies,Pakistan,St Lucia,59,74,9,7.695652173913044,43.0,150
1026,South Africa,England,Chittagong,74,66,10,8.222222222222221,39.0,196
827,Bangladesh,New Zealand,Hamilton,53,54,5,4.818181818181818,14.0,78
1018,South Africa,New Zealand,Chittagong,131,16,5,7.5576923076923075,52.0,170
716,New Zealand,Sri Lanka,Johannesburg,38,83,8,6.162162162162162,34.0,164
1128,Sri Lanka,West Indies,Bangalore,91,22,4,5.571428571428571,30.0,122
1023,Australia,West Indies,Mirpur,107,43,5,8.337662337662337,50.0,178
813,South Africa,New Zealand,Barbados,169,3,7,8.666666666666666,62.0,170
868,Sri Lanka,Australia,Pallekele,77,59,8,7.573770491803279,35.0,198
1028,India,Australia,Mirpur,51,78,8,7.285714285714286,35.0,159
875,New Zealand,South Africa,Hamilton,94,51,9,8.173913043478262,44.0,173
896,India,England,Colombo,93,45,8,7.44,29.0,170
857,India,South Africa,Durban,113,37,6,8.168674698795181,39.0,168
1018,South Africa,New Zealand,Chittagong,85,41,7,6.455696202531645,34.0,170
174,Sri Lanka,Bangladesh,Colombo,66,59,6,6.491803278688525,30.0,132
735,New Zealand,England,Manchester,96,23,5,5.938144329896907,28.0,123
731,India,Australia,Durban,149,17,7,8.679611650485437,61.0,188
29,New Zealand,Australia,Auckland,226,5,4,11.791304347826086,43.0,243
1081,South Africa,Australia,Johannesburg,112,44,7,8.842105263157896,35.0,204
912,West Indies,Australia,Colombo,140,26,8,8.936170212765957,58.0,205
835,Pakistan,New Zealand,Dubai,115,28,5,7.5,36.0,153
1013,Pakistan,India,Mirpur,90,34,7,6.27906976744186,41.0,130
1062,New Zealand,South Africa,Centurion,70,70,8,8.4,45.0,177
1050,England,New Zealand,Manchester,101,50,7,8.657142857142857,35.0,191
885,Pakistan,England,Dubai,118,19,5,7.00990099009901,42.0,144
986,Pakistan,South Africa,Dubai,30,72,6,3.75,21.0,98
728,Bangladesh,Pakistan,Cape Town,36,92,9,7.714285714285714,31.0,140
954,Australia,Pakistan,Dubai,110,59,10,10.819672131147541,68.0,168
977,Australia,England,Sydney,148,16,4,8.538461538461538,38.0,195
1124,Pakistan,Bangladesh,Kolkata,59,79,9,8.634146341463415,34.0,201
789,New Zealand,West Indies,Hamilton,188,5,3,9.808695652173913,40.0,191
906,Pakistan,India,Colombo,43,81,8,6.615384615384615,22.0,128
765,South Africa,New Zealand,London,84,32,6,5.7272727272727275,28.0,128
951,New Zealand,England,Wellington,92,39,7,6.814814814814815,37.0,139
836,Sri Lanka,India,Nagpur,177,13,7,9.925233644859814,58.0,215
707,West Indies,South Africa,Johannesburg,85,69,10,10.0,55.0,205
761,England,Pakistan,London,175,7,5,9.29203539823009,43.0,185
779,South Africa,India,Nottingham,46,86,9,8.117647058823529,43.0,130
948,Pakistan,South Africa,Centurion,171,18,5,10.058823529411764,41.0,195
765,South Africa,New Zealand,London,108,15,4,6.171428571428572,43.0,128
1063,Pakistan,Bangladesh,Mirpur,35,78,10,5.0,29.0,141
804,Pakistan,Bangladesh,St Lucia,113,41,10,8.582278481012658,48.0,172
788,New Zealand,West Indies,Auckland,72,62,7,7.448275862068965,41.0,155
374,Bangladesh,Sri Lanka,Abu Dhabi,111,14,5,6.283018867924528,41.0,139
793,South Africa,England,Centurion,51,90,10,10.2,50.0,241
776,England,West Indies,London,147,6,5,7.7368421052631575,35.0,161
286,South Africa,New Zealand,Auckland,89,41,4,6.7594936708860756,42.0,136
775,England,India,London,76,52,8,6.705882352941177,32.0,153
386,Pakistan,India,Dubai,133,22,4,8.142857142857142,29.0,146
738,West Indies,South Africa,Johannesburg,56,50,7,4.8,24.0,131
845,England,Pakistan,Dubai,38,86,9,6.705882352941177,36.0,148
1139,India,West Indies,Mumbai,81,61,9,8.23728813559322,46.0,192
273,New Zealand,Australia,Mount Maunganui,129,30,6,8.6,33.0,181
984,South Africa,Australia,Durban,74,79,9,10.829268292682928,68.0,80
1134,New Zealand,Bangladesh,Kolkata,59,60,8,5.9,24.0,145
1048,South Africa,West Indies,Durban,61,87,10,11.090909090909092,60.0,195
1081,South Africa,Australia,Johannesburg,108,48,7,9.0,33.0,204
273,New Zealand,Australia,Mount Maunganui,111,46,6,9.0,40.0,181
968,Sri Lanka,Bangladesh,Pallekele,118,33,6,8.137931034482758,32.0,198
382,Sri Lanka,Pakistan,Abu Dhabi,105,19,4,6.237623762376238,25.0,133
